image,annotations__label,annotations__coordinates__x,annotations__coordinates__y,annotations__coordinates__width,annotations__coordinates__height
,No issues,789,2047,370,722
,No issues,506,2093,370,722
,No issues,238,2121,370,722
,No issues,0,2160,324,730
,No issues,0,1460,370,722
,No issues,253,1391,374,721
,No issues,541,1380,374,721
,No issues,815,1354,374,721
,No issues,1096,1293,374,721
,No issues,1384,1260,374,721
,No issues,1687,1216,374,721
,No issues,1986,1183,374,721
,No issues,2271,1129,374,721
,No issues,2577,1078,415,726
,No issues,2855,1031,423,725
,No issues,3143,977,449,729
,No issues,3453,951,543,719
,No issues,3167,1696,543,719
,No issues,1982,1884,370,722
150814.JPG,No issues,3712,1772,284,472
,No issues,3898,1760,263,474
,Flashover damage,3346,1803,262,474
,Flashover damage,4459,1706,367,488
,Flashover damage,367,1649,4498,798
,No issues,4079,1724,281,506
,No issues,3529,1777,281,506
,No issues,3164,1794,271,508
,No issues,2983,1808,281,506
,No issues,2800,1825,281,506
,No issues,2639,1856,281,506
,No issues,2449,1859,281,506
,No issues,2281,1869,281,506
,No issues,2105,1883,281,506
,No issues,1922,1897,281,506
,No issues,1754,1900,281,506
,No issues,1589,1914,281,506
,No issues,1392,1903,281,506
,No issues,1224,1913,281,506
,No issues,1070,1916,281,506
,No issues,898,1930,281,506
,No issues,730,1963,265,479
,No issues,562,1948,265,479
,No issues,422,1940,265,479
150814h.JPG,No issues,2003,1772,284,472
,No issues,1838,1760,263,474
,Flashover damage,2391,1803,262,474
,Flashover damage,1173,1706,367,488
,Flashover damage,1134,1649,4498,798
,No issues,1639,1724,281,506
,No issues,2189,1777,281,506
,No issues,2564,1794,271,508
,No issues,2735,1808,281,506
,No issues,2918,1825,281,506
,No issues,3079,1856,281,506
,No issues,3269,1859,281,506
,No issues,3437,1869,281,506
,No issues,3613,1883,281,506
,No issues,3796,1897,281,506
,No issues,3964,1900,281,506
,No issues,4129,1914,281,506
,No issues,4326,1903,281,506
,No issues,4494,1913,281,506
,No issues,4648,1916,281,506
,No issues,4820,1930,281,506
,No issues,5004,1963,265,479
,No issues,5172,1948,265,479
,No issues,5312,1940,265,479
150814v.JPG,No issues,3712,1755,284,472
,No issues,3898,1765,263,474
,Flashover damage,3346,1722,262,474
,Flashover damage,4459,1805,367,488
,Flashover damage,367,1552,4498,798
,No issues,4079,1769,281,506
,No issues,3529,1716,281,506
,No issues,3164,1697,271,508
,No issues,2983,1685,281,506
,No issues,2800,1668,281,506
,No issues,2639,1637,281,506
,No issues,2449,1634,281,506
,No issues,2281,1624,281,506
,No issues,2105,1610,281,506
,No issues,1922,1596,281,506
,No issues,1754,1593,281,506
,No issues,1589,1579,281,506
,No issues,1392,1590,281,506
,No issues,1224,1580,281,506
,No issues,1070,1577,281,506
,No issues,898,1563,281,506
,No issues,730,1557,265,479
,No issues,562,1572,265,479
,No issues,422,1580,265,479
150814d.JPG,No issues,2003,1755,284,472
,No issues,1838,1765,263,474
,Flashover damage,2391,1722,262,474
,Flashover damage,1173,1805,367,488
,Flashover damage,1134,1552,4498,798
,No issues,1639,1769,281,506
,No issues,2189,1716,281,506
,No issues,2564,1697,271,508
,No issues,2735,1685,281,506
,No issues,2918,1668,281,506
,No issues,3079,1637,281,506
,No issues,3269,1634,281,506
,No issues,3437,1624,281,506
,No issues,3613,1610,281,506
,No issues,3796,1596,281,506
,No issues,3964,1593,281,506
,No issues,4129,1579,281,506
,No issues,4326,1590,281,506
,No issues,4494,1580,281,506
,No issues,4648,1577,281,506
,No issues,4820,1563,281,506
,No issues,5004,1557,265,479
,No issues,5172,1572,265,479
,No issues,5312,1580,265,479
160190h.JPG,No issues,931,281,624,662
,No issues,1462,719,594,674
,Broken,2486,1583,577,619
,Broken,2016,1159,548,561
,Broken,55,1,4432,2981
,No issues,666,50,624,662
,No issues,1203,505,624,662
,No issues,1716,949,544,589
,No issues,2979,1987,594,674
,No issues,3216,2163,594,674
,No issues,3458,2334,594,674
,No issues,3854,2581,472,427
160190v.JPG,No issues,2956,2064,624,662
,No issues,2455,1614,594,674
,Broken,1448,805,577,619
,Broken,1947,1287,548,561
,Broken,24,25,4432,2981
,No issues,3221,2295,624,662
,No issues,2684,1840,624,662
,No issues,2251,1469,544,589
,No issues,938,346,594,674
,No issues,701,170,594,674
,No issues,459,0,594,674
,No issues,185,0,472,427
160786.JPG,Flashover damage,3583,590,333,475
,Flashover damage,2706,1037,323,440
,Flashover damage,2123,1307,328,431
,Flashover damage,226,1,1037,1477
,No issues,3200,794,350,454
,No issues,1448,222,3064,1840
,No issues,362,78,405,287
,No issues,466,279,405,287
,No issues,548,501,405,287
,No issues,652,707,405,287
,No issues,751,924,405,287
,No issues,825,1119,405,287
,No issues,3980,377,366,466
,No issues,3864,451,366,466
,No issues,3319,737,366,466
,No issues,3085,849,366,466
,No issues,2953,905,366,466
,No issues,2362,1186,366,466
,No issues,1596,1544,300,420
,No issues,1493,1586,300,420
,No issues,1680,1499,300,420
,No issues,1811,1461,300,420
,No issues,1920,1409,300,420
160786h.JPG,Flashover damage,595,590,333,475
,Flashover damage,1482,1037,323,440
,Flashover damage,2060,1307,328,431
,Flashover damage,3248,1,1037,1477
,No issues,961,794,350,454
,No issues,0,222,3064,1840
,No issues,3744,78,405,287
,No issues,3640,279,405,287
,No issues,3558,501,405,287
,No issues,3454,707,405,287
,No issues,3355,924,405,287
,No issues,3281,1119,405,287
,No issues,165,377,366,466
,No issues,281,451,366,466
,No issues,826,737,366,466
,No issues,1060,849,366,466
,No issues,1192,905,366,466
,No issues,1783,1186,366,466
,No issues,2615,1544,300,420
,No issues,2718,1586,300,420
,No issues,2531,1499,300,420
,No issues,2400,1461,300,420
,No issues,2291,1409,300,420
160786v.JPG,Flashover damage,3583,1942,333,475
,Flashover damage,2706,1530,323,440
,Flashover damage,2123,1269,328,431
,Flashover damage,226,1529,1037,1477
,No issues,3200,1759,350,454
,No issues,1448,945,3064,1840
,No issues,362,2642,405,287
,No issues,466,2441,405,287
,No issues,548,2219,405,287
,No issues,652,2013,405,287
,No issues,751,1796,405,287
,No issues,825,1601,405,287
,No issues,3980,2164,366,466
,No issues,3864,2090,366,466
,No issues,3319,1804,366,466
,No issues,3085,1692,366,466
,No issues,2953,1636,366,466
,No issues,2362,1355,366,466
,No issues,1596,1043,300,420
,No issues,1493,1001,300,420
,No issues,1680,1088,300,420
,No issues,1811,1126,300,420
,No issues,1920,1178,300,420
160786d.JPG,Flashover damage,595,1942,333,475
,Flashover damage,1482,1530,323,440
,Flashover damage,2060,1269,328,431
,Flashover damage,3248,1529,1037,1477
,No issues,961,1759,350,454
,No issues,0,945,3064,1840
,No issues,3744,2642,405,287
,No issues,3640,2441,405,287
,No issues,3558,2219,405,287
,No issues,3454,2013,405,287
,No issues,3355,1796,405,287
,No issues,3281,1601,405,287
,No issues,165,2164,366,466
,No issues,281,2090,366,466
,No issues,826,1804,366,466
,No issues,1060,1692,366,466
,No issues,1192,1636,366,466
,No issues,1783,1355,366,466
,No issues,2615,1043,300,420
,No issues,2718,1001,300,420
,No issues,2531,1088,300,420
,No issues,2400,1126,300,420
,No issues,2291,1178,300,420
161236h.JPG,No issues,1774,2472,830,510
,Flashover damage,1542,618,935,805
,Flashover damage,1513,576,1145,2433
,Flashover damage,1697,2029,877,461
,No issues,1662,1680,849,553
,No issues,1638,1424,855,556
,No issues,1600,1147,867,543
161236v.JPG,No issues,1907,25,830,510
,Flashover damage,2034,1584,935,805
,Flashover damage,1853,0,1145,2433
,Flashover damage,1937,517,877,461
,No issues,2000,774,849,553
,No issues,2018,1027,855,556
,No issues,2044,1317,867,543
161236d.JPG,No issues,1774,25,830,510
,Flashover damage,1542,1584,935,805
,Flashover damage,1513,0,1145,2433
,Flashover damage,1697,517,877,461
,No issues,1662,774,849,553
,No issues,1638,1027,855,556
,No issues,1600,1317,867,543
170013h.JPG,No issues,1016,549,423,220
,Broken,1004,1168,418,209
,Broken,956,1,529,2790
,No issues,1010,0,430,138
,No issues,1020,120,423,220
,No issues,1013,328,423,220
,No issues,1014,774,423,220
,No issues,1010,953,423,220
,No issues,1011,1362,423,220
,No issues,1024,1544,423,220
,No issues,1014,1746,423,220
,No issues,1004,1756,423,220
,No issues,1020,2142,423,220
,No issues,1019,2330,423,220
,No issues,1020,2512,423,220
170013v.JPG,No issues,696,2446,423,220
,Broken,713,1838,418,209
,Broken,650,424,529,2790
,No issues,695,3077,430,138
,No issues,692,2875,423,220
,No issues,699,2667,423,220
,No issues,698,2221,423,220
,No issues,702,2042,423,220
,No issues,701,1633,423,220
,No issues,688,1451,423,220
,No issues,698,1249,423,220
,No issues,708,1239,423,220
,No issues,692,853,423,220
,No issues,693,665,423,220
,No issues,692,483,423,220
170013d.JPG,No issues,1016,2446,423,220
,Broken,1004,1838,418,209
,Broken,956,424,529,2790
,No issues,1010,3077,430,138
,No issues,1020,2875,423,220
,No issues,1013,2667,423,220
,No issues,1014,2221,423,220
,No issues,1010,2042,423,220
,No issues,1011,1633,423,220
,No issues,1024,1451,423,220
,No issues,1014,1249,423,220
,No issues,1004,1239,423,220
,No issues,1020,853,423,220
,No issues,1019,665,423,220
,No issues,1020,483,423,220
170127d.JPG,No issues,149,1136,712,817
,Broken,968,688,661,747
,Broken,12,20,3121,2101
,No issues,0,1354,625,781
,No issues,417,975,712,817
,No issues,646,827,712,817
,No issues,1606,184,712,817
,No issues,1857,46,712,817
,No issues,1847,36,712,817
170236.JPG,No issues,1298,738,413,225
,Broken,1306,1115,433,190
,Broken,1240,11,546,2125
,No issues,1268,0,413,225
,No issues,1286,185,413,225
,No issues,1288,374,413,225
,No issues,1290,550,413,225
,No issues,1308,914,413,225
,No issues,1314,1290,414,191
,No issues,1335,1427,413,225
,No issues,1339,1605,413,225
,No issues,1345,1764,413,225
,No issues,1355,1947,411,189
170236h.JPG,No issues,1504,738,413,225
,Broken,1476,1115,433,190
,Broken,1429,11,546,2125
,No issues,1534,0,413,225
,No issues,1516,185,413,225
,No issues,1514,374,413,225
,No issues,1512,550,413,225
,No issues,1494,914,413,225
,No issues,1487,1290,414,191
,No issues,1467,1427,413,225
,No issues,1463,1605,413,225
,No issues,1457,1764,413,225
,No issues,1449,1947,411,189
170236v.JPG,No issues,1298,1172,413,225
,Broken,1306,830,433,190
,Broken,1240,0,546,2125
,No issues,1268,1910,413,225
,No issues,1286,1725,413,225
,No issues,1288,1536,413,225
,No issues,1290,1360,413,225
,No issues,1308,996,413,225
,No issues,1314,654,414,191
,No issues,1335,483,413,225
,No issues,1339,305,413,225
,No issues,1345,146,413,225
,No issues,1355,0,411,189
170236d.JPG,No issues,1504,1172,413,225
,Broken,1476,830,433,190
,Broken,1429,0,546,2125
,No issues,1534,1910,413,225
,No issues,1516,1725,413,225
,No issues,1514,1536,413,225
,No issues,1512,1360,413,225
,No issues,1494,996,413,225
,No issues,1487,654,414,191
,No issues,1467,483,413,225
,No issues,1463,305,413,225
,No issues,1457,146,413,225
,No issues,1449,0,411,189
170528.JPG,No issues,929,1982,332,155
,No issues,943,960,321,162
,Broken,948,504,334,163
,Broken,941,1702,325,153
,Broken,857,277,446,2482
,No issues,930,293,345,215
,No issues,953,666,321,162
,No issues,943,802,321,162
,No issues,939,1105,321,162
,No issues,943,1247,321,162
,No issues,939,1395,321,162
,No issues,943,1548,321,162
,No issues,933,1851,324,143
,No issues,934,2105,312,173
,No issues,924,2405,312,173
,No issues,928,2535,312,173
,Broken,922,2251,318,170
170528v.JPG,No issues,929,1078,332,155
,No issues,943,2093,321,162
,Broken,948,2548,334,163
,Broken,941,1360,325,153
,Broken,857,456,446,2482
,No issues,930,2707,345,215
,No issues,953,2387,321,162
,No issues,943,2251,321,162
,No issues,939,1948,321,162
,No issues,943,1806,321,162
,No issues,939,1658,321,162
,No issues,943,1505,321,162
,No issues,933,1221,324,143
,No issues,934,937,312,173
,No issues,924,637,312,173
,No issues,928,507,312,173
,Broken,922,794,318,170
170528d.JPG,No issues,874,1078,332,155
,No issues,871,2093,321,162
,Broken,853,2548,334,163
,Broken,869,1360,325,153
,Broken,832,456,446,2482
,No issues,860,2707,345,215
,No issues,861,2387,321,162
,No issues,871,2251,321,162
,No issues,875,1948,321,162
,No issues,871,1806,321,162
,No issues,875,1658,321,162
,No issues,871,1505,321,162
,No issues,878,1221,324,143
,No issues,889,937,312,173
,No issues,899,637,312,173
,No issues,895,507,312,173
,Broken,895,794,318,170
100138.JPG,No issues,796,1747,371,204
,No issues,787,724,381,214
,No issues,775,525,377,208
,No issues,789,314,354,204
,Broken,802,102,307,196
,Broken,787,1117,370,218
,Broken,789,1547,323,195
,Broken,811,2553,373,203
,Broken,799,2342,385,209
,Broken,839,2152,293,188
,Broken,782,1950,408,202
,Broken,710,0,526,3212
,No issues,786,912,381,214
,No issues,780,1334,381,214
,No issues,765,0,378,123
100138h.JPG,No issues,968,1747,371,204
,No issues,967,724,381,214
,No issues,983,525,377,208
,No issues,992,314,354,204
,Broken,1026,102,307,196
,Broken,978,1117,370,218
,Broken,1023,1547,323,195
,Broken,951,2553,373,203
,Broken,951,2342,385,209
,Broken,1003,2152,293,188
,Broken,945,1950,408,202
,Broken,899,0,526,3212
,No issues,968,912,381,214
,No issues,974,1334,381,214
,No issues,992,0,378,123
130038h.JPG,No issues,1230,554,387,429
,No issues,2076,669,443,437
,Broken,1388,1299,389,410
,Broken,1540,1118,419,429
,Broken,24,26,2962,1958
,No issues,1910,0,416,389
,No issues,1742,122,404,417
,No issues,1564,269,404,417
,No issues,1389,415,401,424
,No issues,871,858,401,424
,No issues,686,1000,401,424
,No issues,514,1156,401,424
,No issues,327,1311,401,424
,No issues,135,1455,401,424
,No issues,2232,526,443,437
,No issues,2402,368,443,437
,No issues,2602,209,405,437
,No issues,1899,820,412,432
,No issues,1186,1438,412,432
,No issues,1001,1568,412,432
,No issues,0,1599,357,401
150267h.JPG,No issues,1569,782,554,322
,Flashover damage,1574,1582,569,293
,Flashover damage,1520,1,645,2029
,No issues,1530,0,571,280
,No issues,1545,260,571,280
,No issues,1543,519,571,280
,No issues,1570,1056,571,280
,No issues,1578,1320,571,280
150267d.JPG,No issues,1569,1487,554,322
,Flashover damage,1574,716,569,293
,Flashover damage,1520,561,645,2029
,No issues,1530,2311,571,280
,No issues,1545,2051,571,280
,No issues,1543,1792,571,280
,No issues,1570,1255,571,280
,No issues,1578,991,571,280
150604 (2).JPG,No issues,2205,402,930,577
,Broken,2166,1263,935,600
,Broken,2105,1,1107,2327
,No issues,2204,0,953,539
,No issues,2200,852,953,539
,No issues,2174,1833,901,397
150604 (2)v.JPG,No issues,2205,3020,930,577
,Broken,2166,2136,935,600
,Broken,2105,1671,1107,2327
,No issues,2204,3460,953,539
,No issues,2200,2608,953,539
,No issues,2174,1769,901,397
150839.JPG,No issues,4232,2540,1768,780
,No issues,1870,757,236,224
,No issues,2138,1070,248,232
,No issues,1961,866,229,221
,Broken,3649,2781,225,206
,Broken,3571,2675,202,178
,Broken,2896,1930,227,229
,Broken,1578,390,2400,2710
,No issues,1580,421,236,224
,No issues,1672,549,236,224
,No issues,1768,655,236,224
,No issues,2049,965,236,224
,No issues,2227,1178,236,224
,No issues,2326,1291,236,224
,No issues,2407,1394,236,224
,No issues,2510,1497,236,224
,No issues,2599,1603,236,224
,No issues,2705,1716,236,224
,No issues,2786,1801,236,224
,No issues,3003,2064,193,184
,No issues,3074,2136,236,224
,No issues,3163,2242,236,224
,No issues,3252,2348,236,224
,No issues,3348,2458,236,224
,No issues,3440,2555,231,212
,No issues,3735,2879,231,212
,No issues,4259,3053,190,265
,No issues,4351,3027,201,266
,No issues,4461,3001,201,266
,No issues,4557,2986,201,266
,No issues,4649,2957,201,266
,No issues,4759,2924,201,266
,No issues,4844,2891,201,266
,No issues,4936,2872,201,266
,No issues,5060,2839,201,266
,No issues,5145,2810,201,266
,No issues,5248,2784,201,266
,No issues,5347,2758,201,266
,No issues,5436,2725,201,266
,No issues,5553,2696,201,266
,No issues,5649,2652,201,266
,No issues,5745,2616,201,266
,No issues,5851,2597,149,243
150839h.JPG,No issues,0,2540,1768,780
,No issues,3893,757,236,224
,No issues,3613,1070,248,232
,No issues,3809,866,229,221
,Broken,2125,2781,225,206
,Broken,2226,2675,202,178
,Broken,2876,1930,227,229
,Broken,2021,390,2400,2710
,No issues,4183,421,236,224
,No issues,4091,549,236,224
,No issues,3995,655,236,224
,No issues,3714,965,236,224
,No issues,3536,1178,236,224
,No issues,3437,1291,236,224
,No issues,3356,1394,236,224
,No issues,3253,1497,236,224
,No issues,3164,1603,236,224
,No issues,3058,1716,236,224
,No issues,2977,1801,236,224
,No issues,2803,2064,193,184
,No issues,2689,2136,236,224
,No issues,2600,2242,236,224
,No issues,2511,2348,236,224
,No issues,2415,2458,236,224
,No issues,2328,2555,231,212
,No issues,2033,2879,231,212
,No issues,1550,3053,190,265
,No issues,1447,3027,201,266
,No issues,1337,3001,201,266
,No issues,1241,2986,201,266
,No issues,1149,2957,201,266
,No issues,1039,2924,201,266
,No issues,954,2891,201,266
,No issues,862,2872,201,266
,No issues,738,2839,201,266
,No issues,653,2810,201,266
,No issues,550,2784,201,266
,No issues,451,2758,201,266
,No issues,362,2725,201,266
,No issues,245,2696,201,266
,No issues,149,2652,201,266
,No issues,53,2616,201,266
,No issues,0,2597,149,243
150839v.JPG,No issues,4232,679,1768,780
,No issues,1870,3018,236,224
,No issues,2138,2697,248,232
,No issues,1961,2912,229,221
,Broken,3649,1012,225,206
,Broken,3571,1146,202,178
,Broken,2896,1840,227,229
,Broken,1578,899,2400,2710
,No issues,1580,3354,236,224
,No issues,1672,3226,236,224
,No issues,1768,3120,236,224
,No issues,2049,2810,236,224
,No issues,2227,2597,236,224
,No issues,2326,2484,236,224
,No issues,2407,2381,236,224
,No issues,2510,2278,236,224
,No issues,2599,2172,236,224
,No issues,2705,2059,236,224
,No issues,2786,1974,236,224
,No issues,3003,1751,193,184
,No issues,3074,1639,236,224
,No issues,3163,1533,236,224
,No issues,3252,1427,236,224
,No issues,3348,1317,236,224
,No issues,3440,1232,231,212
,No issues,3735,908,231,212
,No issues,4259,681,190,265
,No issues,4351,706,201,266
,No issues,4461,732,201,266
,No issues,4557,747,201,266
,No issues,4649,776,201,266
,No issues,4759,809,201,266
,No issues,4844,842,201,266
,No issues,4936,861,201,266
,No issues,5060,894,201,266
,No issues,5145,923,201,266
,No issues,5248,949,201,266
,No issues,5347,975,201,266
,No issues,5436,1008,201,266
,No issues,5553,1037,201,266
,No issues,5649,1081,201,266
,No issues,5745,1117,201,266
,No issues,5851,1159,149,243
160408.JPG,No issues,1676,871,653,459
,Broken,2068,1771,588,429
,Broken,1342,3,1724,3000
,No issues,1461,215,645,446
,No issues,1573,552,645,446
,No issues,1800,1219,645,446
,No issues,2167,2160,645,446
,No issues,2287,2505,645,446
,No issues,1348,0,624,325
160408h.JPG,No issues,2182,871,653,459
,Broken,1855,1771,588,429
,Broken,1445,3,1724,3000
,No issues,2405,215,645,446
,No issues,2293,552,645,446
,No issues,2066,1219,645,446
,No issues,1699,2160,645,446
,No issues,1579,2505,645,446
,No issues,2539,0,624,325
160408v.JPG,No issues,1676,1677,653,459
,Broken,2068,807,588,429
,Broken,1342,4,1724,3000
,No issues,1461,2346,645,446
,No issues,1573,2009,645,446
,No issues,1800,1342,645,446
,No issues,2167,401,645,446
,No issues,2287,56,645,446
,No issues,1348,2682,624,325
160851.JPG,Flashover damage,1638,938,964,1007
,Flashover damage,1612,879,2901,2035
160851h.JPG,Flashover damage,1909,938,964,1007
,Flashover damage,0,879,2901,2035
160851v.JPG,Flashover damage,1638,1062,964,1007
,Flashover damage,1612,93,2901,2035
160851d.JPG,Flashover damage,1909,1062,964,1007
,Flashover damage,0,93,2901,2035
161245.JPG,No issues,2093,2408,454,243
,Flashover damage,2099,2162,455,246
,Flashover damage,2115,1432,463,245
,Flashover damage,2099,1922,459,243
,Flashover damage,2123,644,485,299
,Flashover damage,2067,614,561,2102
,No issues,2103,1683,454,243
,No issues,2137,936,454,243
,Flashover damage,2125,1179,463,245
161245h.JPG,No issues,1964,2408,454,243
,Flashover damage,1957,2162,455,246
,Flashover damage,1933,1432,463,245
,Flashover damage,1953,1922,459,243
,Flashover damage,1903,644,485,299
,Flashover damage,1883,614,561,2102
,No issues,1954,1683,454,243
,No issues,1920,936,454,243
,Flashover damage,1923,1179,463,245
161245v.JPG,No issues,2093,356,454,243
,Flashover damage,2099,599,455,246
,Flashover damage,2115,1330,463,245
,Flashover damage,2099,842,459,243
,Flashover damage,2123,2064,485,299
,Flashover damage,2067,291,561,2102
,No issues,2103,1081,454,243
,No issues,2137,1828,454,243
,Flashover damage,2125,1583,463,245
170031h.JPG,No issues,4821,2235,371,721
,No issues,3612,2250,378,745
,No issues,3040,2245,328,767
,Flashover damage,1993,2277,460,760
,Flashover damage,1910,2068,4245,1018
,No issues,5714,2214,371,721
,No issues,5415,2220,371,721
,No issues,5098,2221,371,721
,No issues,4518,2240,371,721
,No issues,4210,2250,371,721
,No issues,3920,2260,371,721
,No issues,3279,2266,371,721
,No issues,2691,2289,371,721
,No issues,2392,2299,371,721
170031v.JPG,No issues,2167,1955,371,721
,No issues,3369,1916,378,745
,No issues,3991,1899,328,767
,Flashover damage,4906,1874,460,760
,Flashover damage,1204,1825,4245,1018
,No issues,1274,1976,371,721
,No issues,1573,1970,371,721
,No issues,1890,1969,371,721
,No issues,2470,1950,371,721
,No issues,2778,1940,371,721
,No issues,3068,1930,371,721
,No issues,3709,1924,371,721
,No issues,4297,1901,371,721
,No issues,4596,1891,371,721
170031d.JPG,No issues,4821,1955,371,721
,No issues,3612,1916,378,745
,No issues,3040,1899,328,767
,Flashover damage,1993,1874,460,760
,Flashover damage,1910,1825,4245,1018
,No issues,5714,1976,371,721
,No issues,5415,1970,371,721
,No issues,5098,1969,371,721
,No issues,4518,1950,371,721
,No issues,4210,1940,371,721
,No issues,3920,1930,371,721
,No issues,3279,1924,371,721
,No issues,2691,1901,371,721
,No issues,2392,1891,371,721
160438.JPG,Flashover damage,1809,1399,585,346
,Flashover damage,1718,28,783,2981
,No issues,1848,0,591,350
,No issues,1839,302,587,324
,No issues,1839,575,587,324
,No issues,1830,871,587,324
,No issues,1814,1121,587,324
,No issues,1804,1689,587,324
,No issues,1788,1965,587,324
,No issues,1782,2235,587,324
,No issues,1778,2498,587,324
,No issues,1765,2780,600,228
160438h.JPG,Flashover damage,2117,1399,585,346
,Flashover damage,2010,28,783,2981
,No issues,2072,0,591,350
,No issues,2085,302,587,324
,No issues,2085,575,587,324
,No issues,2094,871,587,324
,No issues,2110,1121,587,324
,No issues,2120,1689,587,324
,No issues,2136,1965,587,324
,No issues,2142,2235,587,324
,No issues,2146,2498,587,324
,No issues,2146,2780,600,228
160896.JPG,No issues,1932,230,796,442
,No issues,1861,1511,763,426
,Flashover damage,1905,891,766,428
,Flashover damage,1815,2691,737,318
,Flashover damage,1836,2093,754,413
,Flashover damage,1916,542,775,451
,Flashover damage,1735,12,1044,2997
,No issues,1845,2385,713,408
,No issues,1877,1820,713,408
,No issues,1896,1207,752,418
,No issues,1954,0,787,334
160896v.JPG,No issues,1932,2335,796,442
,No issues,1861,1070,763,426
,Flashover damage,1905,1688,766,428
,Flashover damage,1815,0,737,318
,Flashover damage,1836,501,754,413
,Flashover damage,1916,2014,775,451
,Flashover damage,1735,0,1044,2997
,No issues,1845,214,713,408
,No issues,1877,779,713,408
,No issues,1896,1382,752,418
,No issues,1954,2673,787,334
161283v.JPG,No issues,1482,782,1948,1953
,No issues,3014,2383,461,464
,No issues,2805,2195,526,475
,No issues,2611,2015,526,475
,No issues,2457,1841,526,475
,No issues,2293,1663,526,475
,No issues,2097,1483,526,475
,No issues,1915,1311,526,475
,No issues,1753,1125,526,475
,No issues,1563,951,526,475
161283d.JPG,No issues,1081,782,1948,1953
,No issues,1036,2383,461,464
,No issues,1180,2195,526,475
,No issues,1374,2015,526,475
,No issues,1528,1841,526,475
,No issues,1692,1663,526,475
,No issues,1888,1483,526,475
,No issues,2070,1311,526,475
,No issues,2232,1125,526,475
,No issues,2422,951,526,475
170039.JPG,No issues,1432,1190,575,311
,Broken,1425,675,554,280
,Broken,1382,5,670,2132
,No issues,1430,900,578,347
,No issues,1415,1405,578,347
,No issues,1413,1665,578,347
,No issues,1401,1933,583,203
,No issues,1442,374,578,347
,No issues,1445,103,578,347
,No issues,1448,0,577,185
170039v.JPG,No issues,1432,634,575,311
,Broken,1425,1180,554,280
,Broken,1382,0,670,2132
,No issues,1430,888,578,347
,No issues,1415,383,578,347
,No issues,1413,123,578,347
,No issues,1401,0,583,203
,No issues,1442,1414,578,347
,No issues,1445,1685,578,347
,No issues,1448,1950,577,185
170039d.JPG,No issues,1208,634,575,311
,Broken,1236,1180,554,280
,Broken,1163,0,670,2132
,No issues,1207,888,578,347
,No issues,1222,383,578,347
,No issues,1224,123,578,347
,No issues,1231,0,583,203
,No issues,1195,1414,578,347
,No issues,1192,1685,578,347
,No issues,1190,1950,577,185
170163.JPG,No issues,1118,388,584,285
,No issues,1136,646,545,272
,Broken,1054,1378,565,250
,Broken,1029,1882,542,254
,Broken,1059,1121,616,277
,Broken,987,11,754,2119
,No issues,1092,879,584,285
,No issues,1041,1562,594,354
,No issues,1166,103,553,316
,No issues,1166,0,569,166
170163h.JPG,No issues,1513,388,584,285
,No issues,1534,646,545,272
,Broken,1596,1378,565,250
,Broken,1644,1882,542,254
,Broken,1540,1121,616,277
,Broken,1474,11,754,2119
,No issues,1539,879,584,285
,No issues,1580,1562,594,354
,No issues,1496,103,553,316
,No issues,1480,0,569,166
170163v.JPG,No issues,1118,1462,584,285
,No issues,1136,1217,545,272
,Broken,1054,507,565,250
,Broken,1029,0,542,254
,Broken,1059,737,616,277
,Broken,987,5,754,2119
,No issues,1092,971,584,285
,No issues,1041,219,594,354
,No issues,1166,1716,553,316
,No issues,1166,1969,569,166
170163d.JPG,No issues,1513,1462,584,285
,No issues,1534,1217,545,272
,Broken,1596,507,565,250
,Broken,1644,0,542,254
,Broken,1540,737,616,277
,Broken,1474,5,754,2119
,No issues,1539,971,584,285
,No issues,1580,219,594,354
,No issues,1496,1716,553,316
,No issues,1480,1969,569,166
170305 (2)h.JPG,No issues,1739,2270,306,177
,No issues,1700,1723,306,178
,Flashover damage,1669,1300,317,271
,Flashover damage,1645,1272,423,1185
,No issues,1683,1499,305,182
,No issues,1690,1613,306,178
,No issues,1706,1832,306,178
,No issues,1717,1941,306,178
,No issues,1720,2051,306,178
,No issues,1732,2153,306,178
170305 (2)v.JPG,No issues,1634,8,306,177
,No issues,1673,554,306,178
,Flashover damage,1693,884,317,271
,Flashover damage,1611,0,423,1185
,No issues,1691,774,305,182
,No issues,1683,664,306,178
,No issues,1667,445,306,178
,No issues,1656,336,306,178
,No issues,1653,226,306,178
,No issues,1641,124,306,178
170569.JPG,No issues,1373,732,517,258
,Broken,1385,1205,480,190
,Broken,1307,108,610,2028
,No issues,1396,471,502,272
,No issues,1407,120,509,374
,No issues,1365,972,517,258
,No issues,1338,1373,507,349
,No issues,1334,1683,507,291
,No issues,1316,1946,507,190
170569h.JPG,No issues,1325,732,517,258
,Broken,1350,1205,480,190
,Broken,1298,108,610,2028
,No issues,1317,471,502,272
,No issues,1299,120,509,374
,No issues,1333,972,517,258
,No issues,1370,1373,507,349
,No issues,1374,1683,507,291
,No issues,1392,1946,507,190
170569v.JPG,No issues,1373,1145,517,258
,Broken,1385,740,480,190
,Broken,1307,0,610,2028
,No issues,1396,1392,502,272
,No issues,1407,1641,509,374
,No issues,1365,905,517,258
,No issues,1338,413,507,349
,No issues,1334,161,507,291
,No issues,1316,0,507,190
100220.JPG,No issues,1253,5,933,536
,Broken,1159,1146,883,579
